Phytoplankton,CDOM,Min,Wind,Depth
0.031328566,2.3944914,5.1428957,6.9446526,9.621528
0.117729664,1.676084,0.83298653,7.7893953,12.543632
0.028957434,0.01499445,0.022863075,6.101414,6.395255
0.276887,0.09234212,0.05683933,7.924645,8.250508
5.064074,0.60188913,9.524883,8.315801,10.2615385
1.9430227,0.017830148,0.05342552,3.6752174,7.700695
0.12457568,0.5361907,0.029358057,5.3304095,8.366206
1.2241194,0.10003155,0.05591996,5.740588,2.963658
0.6701185,0.56842786,0.04226609,3.5024786,1.3714688
2.3495426,1.0176591,4.0070343,7.3362994,16.537455
0.13441156,0.016343104,0.023733,7.4871817,17.172636
0.8939973,0.011955348,2.7608776,11.431414,6.2295766
3.9117517,0.2601083,5.672258,5.2560797,12.367074
0.02300023,0.045268178,0.028921612,12.587081,2.7790022
0.018049385,0.057678383,0.48933518,9.605758,12.705198
0.11369839,0.5932235,0.98706764,6.9130883,18.435722
0.01149984,1.222637,0.023307001,3.8277643,17.838516
0.07504627,0.046309773,19.445211,7.17045,12.650591
0.05540629,0.30804673,15.317106,3.037548,5.9247093
0.22029477,0.6088417,4.74502,4.3991704,17.178831
0.3989147,1.1205947,0.042748466,4.909921,1.1294717
0.010095689,1.0888312,0.1013533,7.267667,10.783915
0.05113557,0.03603958,2.06344,4.614099,4.5065365
0.06590564,0.036398023,2.3804247,9.718783,19.884247
0.11675045,0.16397057,0.82812744,2.4836094,5.625477
0.054217488,2.4312053,0.032666497,9.323688,3.2396722
0.8510171,0.30159092,5.317969,8.3745365,2.7791598
0.087973736,0.092916675,1.6995789,5.787558,15.33594
2.850609,1.1102986,0.3927756,4.4552455,19.232618
6.416128,0.34478074,0.7919043,7.5948896,1.413064
1.3997402,0.05790954,0.6557341,12.70875,6.8891015
0.2523399,0.23255508,0.12643453,3.911645,17.41411
5.945605,0.38855028,4.921743,6.38278,9.084961
1.0362064,0.5397249,0.84005,4.321346,3.5915444
0.010646117,0.021391403,0.015919793,6.934103,12.096494
1.7840602,0.56163514,0.86787,3.712034,0.4779753
6.0245147,2.1364336,0.10656529,5.9325156,8.370847
0.032997474,1.6048312,3.082509,6.629461,15.14696
3.6654649,0.022562657,0.54516995,3.745755,6.53383
0.041036148,1.2680731,0.06207178,4.642301,18.088438
0.09984169,0.06826368,0.028622445,8.297837,7.2250805
0.08950938,0.010630731,3.8355439,4.4221716,6.0732474
0.61372644,0.67065704,0.16812891,4.070295,12.156429
0.12552117,0.114405304,0.5312981,5.8236737,9.887506
0.0446232,0.5439983,0.015360767,3.931756,10.982411
0.15060364,0.020927083,0.7586413,5.3228393,14.763076
0.053201657,0.06544641,0.26693827,8.588822,9.931422
0.034723755,0.20549542,0.014845646,5.9016886,0.6476504
0.28285062,0.035837956,10.884049,6.8887405,11.679783
3.1771302,0.0575452,1.9735384,6.38593,10.240413
0.045289867,0.8699291,1.6366473,7.602776,8.5218
0.062259335,0.091769576,4.613614,5.82102,14.949118
0.36649868,0.029655699,0.17278454,13.32836,8.390949
0.5554747,0.032065656,0.033448167,6.3519063,13.453932
0.956279,0.041606467,0.42425993,4.727145,10.825343
5.6345153,1.1263642,0.11390981,6.0504723,11.006041
0.8496695,0.30315703,0.03513743,6.0745096,16.0534
5.2125497,0.19450401,1.0369983,6.6445765,2.316873
1.7092936,0.03219692,2.243363,8.043014,17.943949
0.03017526,1.6008463,4.852677,8.444116,18.379187
0.10623315,0.4954101,1.6121557,6.588271,18.504091
1.9188957,0.26677623,0.012950591,3.444151,11.906088
0.09593671,0.13921511,0.054497603,5.647111,5.0551014
0.0442586,1.0899968,1.7456346,5.262645,12.319279
3.5165243,1.4240681,2.1690726,7.413296,14.65886
0.017943697,0.067612454,0.3246995,5.752934,3.8583007
4.1932945,0.35828695,18.31031,5.6322203,9.624819
0.6240749,0.06604756,4.1741676,7.1417236,3.0209613
0.011691736,0.0632862,3.3486834,5.434568,9.620218
3.1789024,0.4682887,0.33461845,4.6544967,14.3832655
0.33788824,0.031088058,0.50861865,5.9748554,4.170407
0.37563306,0.17147137,27.474155,5.3482647,8.030896
0.17004474,1.911268,0.075762846,10.780097,10.407845
0.063029,0.018651482,2.067456,8.624416,3.1162076
0.023572681,0.12625356,1.7734249,6.1366506,6.2778363
0.12865795,1.1292566,0.95398253,6.1927752,19.871471
0.027053965,0.08812557,0.06869955,7.1117992,10.74714
2.5956333,0.67791384,0.29610118,6.61531,4.313719
1.962956,0.07079365,0.10558529,7.519504,2.474867
3.3187008,0.06294948,0.63560355,3.2031999,16.270802
0.18532103,0.6528872,19.523539,11.933427,17.019037
0.014998254,0.18220395,0.19161665,11.792778,2.8356767
0.11297807,0.07665452,0.5115938,5.5113106,6.055227
0.88386977,0.08814696,17.305859,9.048761,13.604347
0.044104345,0.022740789,7.9474654,3.2416883,10.330701
0.62705934,0.8577816,6.09807,4.901637,17.60528
0.1364287,0.13164362,0.48955426,7.0566645,10.475709
0.11468088,0.014469476,1.2353926,6.4029264,4.344721
1.8274827,0.3812943,3.1769528,7.6255403,11.91695
0.035145365,0.22444074,4.8304367,6.5399075,16.593752
1.0399058,0.17696242,1.4216267,6.03715,17.085876
0.5956239,0.41108605,0.3394788,5.6433854,19.479683
4.9281163,0.08649577,1.3469272,8.273052,8.7973175
1.4810051,1.6650586,1.5147738,7.205389,15.259637
0.15238936,0.05508228,1.6442502,6.5275903,1.9322768
0.15845649,0.5287918,0.32801896,8.404278,18.364206
0.12625314,0.5911286,0.8590381,6.2871366,10.220495
0.07620674,0.05543322,0.2356702,4.63964,0.17782097
0.2921694,0.13635273,0.037373167,8.252541,0.15635908
2.9761624,1.5808619,0.5666939,8.11198,2.9569707
0.9111177,0.07809133,3.315621,4.4708567,7.3626533
2.575466,2.1581202,18.725538,5.7625666,9.032076
0.16201438,0.39502347,0.013267596,5.595412,7.864391
0.045455735,0.07257771,3.1455495,10.535441,12.887983
1.6836135,0.07467293,5.3543797,5.4334617,0.5410681
0.68987465,0.100436226,3.84174,5.228441,18.10119
4.2307425,0.40860182,0.5199941,4.808835,1.5264108
0.03938793,0.0326582,2.320644,4.7623687,0.7658936
6.815828,0.20442559,1.034523,5.729268,18.705591
0.50162053,0.1931779,0.017987214,6.669886,12.928598
0.033421375,0.018179502,5.292874,5.9657516,13.174238
0.6026372,0.56967163,0.014619723,6.9676256,14.368715
0.078076646,0.020714335,25.451149,4.187656,7.3780904
0.72126126,0.09299792,0.070757695,9.569587,0.7462915
1.9101399,2.0731966,7.1701603,5.070369,6.7483706
0.18838258,0.31066802,24.499367,6.3147483,16.921017
0.7683221,0.12122503,0.5928819,3.6045065,9.268934
0.01678775,0.2433948,0.40400717,6.377262,5.6269712
4.3364573,0.02212086,0.19326156,4.541109,19.023298
0.01233114,0.083879225,0.13475701,4.3257875,9.29596
0.1296372,2.03704,0.75065655,6.1128745,9.20955
1.8995045,0.7181163,0.26734665,9.53871,16.54657
6.742912,0.9848272,0.08547647,4.563677,9.512942
0.6578478,0.01441756,10.197398,3.10669,16.865328
0.3408307,0.1179962,0.44405732,11.690739,4.39935
0.34339333,0.50561714,0.033961643,8.320459,17.076782
0.18347237,0.785719,0.03166923,4.0090847,5.8128858
0.024214532,0.12769783,22.019827,4.7134056,12.405301
0.054545905,1.1720005,4.016303,6.6262374,2.815599
0.12165514,1.3199595,2.7578595,4.823143,10.072856
5.5387807,1.0834525,1.9972022,6.785026,1.8498881
3.6354542,1.4430815,10.548675,7.265118,1.6754211
4.157018,0.011842496,0.026338374,8.054343,7.147388
2.3487031,0.11822861,0.015085155,2.941103,15.076576
1.5677861,1.9174882,0.07804949,5.0733333,9.833412
0.17636305,1.0595781,0.10728318,9.366578,14.236402
0.23249942,1.0754743,9.294316,6.0517907,2.4219062
0.013701927,1.6345111,15.073541,6.4965415,5.4502754
0.7186047,0.02709297,1.3886955,6.364462,5.7219877
0.087433144,1.877558,0.01757116,7.7869015,0.8532297
0.6881697,0.09263472,1.8952819,7.972832,19.231014
0.114478506,1.1265855,4.306549,5.212351,1.3895537
0.036126837,0.041679703,0.5515765,6.1979437,19.8562
0.010559093,0.6072642,11.908745,4.219385,7.22147
0.6485918,0.41250148,1.9955877,5.144915,12.033725
0.030700352,0.33423036,0.0277753,4.4589677,16.210463
0.046727054,0.6177077,0.45949104,4.912213,0.13493752
0.29931983,0.013637214,2.2932913,4.414981,15.454243
0.014707426,0.47217098,0.059014842,5.3376617,3.6035078
6.98635,2.043342,11.040455,6.2114506,8.129629
1.062529,0.9368669,16.065062,5.569202,17.628218
0.097565725,0.08904371,2.763158,9.014298,3.4125843
0.073907204,0.038667,6.0878606,8.316084,18.61687
2.3074965,0.6019425,0.026521884,4.3729177,18.07731
0.51705974,0.01116259,0.3423617,4.601518,7.521781
4.574861,1.3321468,3.5254571,7.962434,13.345217
0.09072292,0.27794713,0.7245467,6.4491763,17.926699
0.059333462,0.039835438,0.15915878,4.4966702,2.217978
0.2503564,0.044150393,0.021017827,5.109039,3.0376832
0.7440267,0.10940461,0.9223519,8.339907,12.0946045
6.745033,0.89720595,0.062024016,5.384353,12.884626
0.03384735,0.13672192,25.352377,4.78218,0.45104063
3.3211467,0.06746261,6.850611,15.281673,17.716375
0.14836277,1.6566877,2.9394872,5.8872337,1.6542747
1.3386018,0.06446032,26.755545,3.7434242,5.2901735
2.2929182,0.03643773,0.024212137,6.1204777,8.628981
0.6725891,0.0802419,0.9315018,6.743451,19.455065
0.38599098,0.13265164,2.0794997,7.1318464,10.04068
0.61777586,0.06941675,0.077524714,3.4540517,8.409853
0.3814788,0.34817103,5.4463205,7.5037813,4.450661
1.2952001,0.6003897,0.0527182,3.1430826,6.2819867
0.78821915,0.55520123,1.8414942,5.9533324,9.583755
2.952936,0.13928936,0.19710256,7.1379986,11.763053
2.781488,0.17885588,9.900287,5.376914,9.405276
0.23234047,0.021549178,0.5433541,4.0960164,9.452247
0.7038777,0.09972964,27.167133,8.451868,17.11421
3.5456066,0.12597643,0.66779655,9.209118,2.1711128
1.7766081,1.495573,5.0681663,5.2135954,18.717148
0.09062108,0.78821445,4.5949774,6.415595,15.891547
0.18909185,0.07153611,2.931248,7.3589234,13.068467
0.6080059,0.3247931,0.45453072,12.060577,14.897547
0.4186008,0.025241219,5.230089,5.53316,5.621769
1.4141779,0.036495566,0.09682728,5.917368,11.603115
5.958233,1.2966224,0.17291133,4.148894,11.939212
0.14709547,1.1045415,0.05966037,3.9110408,19.608465
0.21957265,0.03300953,1.7101178,6.084319,11.955669
3.2676032,0.051568206,0.7366786,4.510076,6.441092
0.035332974,0.052547548,0.026997134,6.5579233,8.934178
1.8015208,0.016203415,1.6301885,6.9894776,19.088713
0.06731884,0.02006526,0.046018228,4.595949,0.6614321
2.4288373,0.11523425,0.15334715,5.912046,14.306966
0.3543808,0.011396308,0.22784622,9.361477,17.987234
0.16886534,0.07984704,1.7073339,5.51854,16.098127
0.05401008,1.7095784,3.4737225,6.470412,16.20064
0.020911692,0.018777974,0.034577668,5.192206,14.857986
0.054884885,1.3853449,0.010266067,7.222039,14.500884
0.46372056,0.6065934,1.0600938,3.1662836,9.208322
0.01795067,0.057913393,0.017430756,3.7753987,19.52752
3.1738875,0.016532945,29.351685,6.565759,19.486938
0.8344194,0.19465365,0.23526499,8.420178,10.841422
0.18980196,0.5246408,0.8125614,7.967551,16.240261
0.23357014,0.08717833,0.7159927,4.990405,2.0584636
1.3539655,0.15293661,0.903505,5.926785,11.876419
0.032533806,0.030098401,0.34229675,8.658646,7.4507437
3.1156285,1.3745625,24.734016,7.3722477,17.738958
5.506059,0.08235405,16.999964,6.311865,6.285066
0.02768316,0.012166059,0.033256285,9.889979,4.2610188
6.345817,0.27395308,2.497263,8.438933,9.250172
0.6017485,0.53337353,13.649154,8.538012,9.850524
0.1778427,1.2585057,3.3559103,9.95149,2.1168165
0.7023996,0.06452004,5.0149593,10.75986,12.028361
0.68936175,1.5359677,0.09689814,9.137071,10.884851
0.03405892,2.3547525,9.619516,6.987309,14.064752
0.011728471,2.008456,1.2765992,6.050323,9.83329
0.3883274,0.08089127,0.48287854,6.2407203,12.494401
0.021729311,0.69443846,0.103892475,3.7958145,15.027066
2.3557575,1.2975816,1.953855,12.746872,17.295996
0.72998154,0.010925228,2.528222,4.682131,10.299986
0.96846646,0.012849821,17.140278,6.0247474,16.16629
3.9032516,0.02632447,3.1722493,3.5968378,12.525242
0.73391545,0.13463499,0.059455626,5.7700605,8.104071
1.8926536,0.12101212,0.09555799,5.56248,15.968839
3.2300544,0.41119763,0.33701447,6.792194,6.808104
0.40765744,0.4415848,0.12391274,6.6296782,16.46484
0.017022345,2.0835953,0.45623198,6.9983068,18.583382
0.025031455,2.1167073,0.09821387,5.3938723,11.580226
0.014317455,0.053534564,0.6402308,3.855156,0.6836412
0.67674565,0.02256913,1.8423089,2.596482,1.0542945
1.6610339,0.18337744,0.021308718,6.037003,10.466411
0.012398656,0.04764329,4.1541853,4.0010056,6.15956
0.1659237,0.14258094,3.0086262,8.238373,10.282456
1.6300175,0.16045855,0.011105998,9.421431,13.443513
0.2207178,0.27633104,2.7436585,14.047985,6.419826
0.019507619,0.5186008,0.01825511,4.2189417,1.5302172
0.070045196,0.70519453,8.03834,7.232175,10.971101
0.106164485,2.3052557,8.501216,4.3078575,10.301991
5.261377,2.154833,0.6945419,5.351414,6.0490494
0.5457529,0.1469484,8.816815,5.31691,7.4691415
0.012280108,0.7019617,0.010643802,9.0997715,14.956462
0.77379924,0.8489495,0.1176424,10.605103,9.259882
0.1799272,0.13816811,4.63553,4.8297486,10.346507
3.5093925,1.2083008,0.76654375,3.3958957,13.998538
1.0643531,2.0596614,0.92057997,7.193468,17.006508
0.086471446,2.394347,0.018093254,7.874379,7.258087
1.4702791,2.013756,1.7096845,5.204893,9.180108
0.08637944,0.084071025,1.4586232,3.8257515,19.434034
0.20199654,1.4316226,11.469765,6.2100654,4.7398486
0.05921163,0.20876274,11.851394,7.6911516,4.340836
0.7922656,1.4723744,3.8920887,4.545543,13.963776
0.06988555,0.41554254,1.8080865,8.8642235,13.755571
0.28027478,0.63166505,2.1024413,3.246887,13.8045845
0.19265737,0.104260236,0.91243225,6.089948,2.4741933
1.524293,0.11267139,0.20653477,8.477496,9.118888
0.1651792,0.10437435,0.2808202,3.9864779,9.216402
4.784861,0.13464291,0.17186753,8.405299,14.06673
0.070472576,0.08261893,18.218658,3.85729,17.611698
1.0823753,1.7403805,0.02854164,8.105226,2.0895817
0.3734495,0.094912395,0.013645014,8.578619,1.3991091
0.061196536,0.08745602,2.8957613,9.620174,12.718332
0.043132424,0.030749211,0.028019339,6.2740536,13.817171
5.249364,1.2906891,0.45524025,5.4999366,3.3650322
0.023083033,0.10142244,0.7758527,8.316115,15.153496
0.12920158,0.033813983,0.051633634,15.218641,10.952331
1.7408295,0.20185433,0.018402025,2.530246,15.084978
0.014112982,0.04085397,0.012131758,9.051072,16.549915
0.10518394,0.01860768,6.346461,8.658446,17.954683
0.308237,0.30262983,0.06406873,9.560636,14.520145
2.2575371,1.3669616,9.31929,4.780406,17.559746
6.8027387,0.36742863,13.660365,9.397756,15.069488
1.6185707,0.016176078,0.5332162,4.9027114,6.5097647
0.045976773,0.5045157,0.010508583,7.529385,16.224388
0.4864927,0.010439963,0.3063212,5.6725554,12.882859
3.737914,2.3074036,9.355151,7.532687,0.16063747
0.021763489,0.23709606,24.687185,5.681371,5.9277034
0.42821687,0.14758168,0.5953892,6.595339,6.3454056
2.9487348,0.052935712,0.025142837,6.174205,10.603235
0.01176378,0.13591984,0.47491744,5.257929,19.861252
0.22947775,0.029697366,0.23231213,8.819553,8.839679
0.19429657,0.45046982,1.2654413,5.113179,5.2359877
0.03801154,0.027697876,0.06311411,5.7502947,5.409022
1.5939268,0.06945714,0.22303873,3.747571,12.144361
0.19790202,0.12998003,24.42684,4.8782473,4.3430934
0.01015613,0.17651246,0.16597086,6.1819973,8.195544
6.9093704,0.038913995,0.04019337,6.17109,8.306302
0.052575532,0.2979494,0.2510319,9.424452,19.659811
3.8126085,1.3410875,0.3822978,11.619723,2.0894606
0.38526496,2.1963308,0.44443285,6.289813,8.016029
0.03604574,2.183213,0.6040655,4.5072126,13.002943
0.02170525,0.08532474,17.07772,5.862263,2.0671613
0.21146049,0.1692901,1.3899138,7.736211,16.521631
0.1823454,0.022547562,15.696077,3.6765034,3.7119746
0.35873908,0.020860396,2.8604655,8.96194,6.9290338
0.17109932,0.042272154,6.0418363,6.4461117,2.0977612
0.07371929,1.503947,0.32393017,6.261622,13.450321
0.45491213,0.11083288,18.05221,9.409322,11.113529
0.017330598,0.014082483,0.5198316,5.286097,14.360053
0.6554159,0.32344303,0.8199369,8.764495,2.2086587
0.038472556,0.8838145,0.023935044,5.177619,13.136277
0.3226251,2.297451,0.6682457,4.9179063,10.772812
0.038218994,0.45943955,8.159755,3.814365,0.84644383
3.3295193,0.06063019,0.31680244,5.0222,14.08611
0.2916673,0.01808168,0.10019612,8.781267,1.742574
0.010603827,0.01010191,1.7136039,7.2954307,1.3438686
0.10639606,0.031190021,0.014372278,5.848971,10.248222
0.015856497,0.23122813,2.6624007,10.391978,11.519306
0.41130373,0.3290877,0.334919,9.417597,4.7770004
5.811254,0.62149894,0.13706626,4.3344665,13.082953
0.13788983,0.36333746,0.30602705,4.060809,13.009794
3.4096909,0.49344158,20.35897,8.07498,15.610355
0.34422106,0.061884046,0.2548368,5.2529416,17.517286
0.22975793,0.046364173,0.0938033,5.2235713,19.422104
0.39217746,0.026434842,4.1011806,3.8413467,17.18697
0.65819883,0.026570436,4.8042254,6.4568825,17.293713
0.011329317,0.031936035,0.029665457,13.592356,13.476476
3.9543045,0.015292982,0.064373806,4.41752,6.6920376
1.1212771,1.3708658,0.06472014,5.5927777,0.7158364
0.03507377,1.0465456,1.7122966,3.8967462,1.6801502
0.852782,0.1955356,0.024430612,6.601489,19.000467
0.6336653,0.14991541,2.7263544,12.383625,19.907608
5.559719,0.016042246,0.39212075,4.425561,11.808703
0.13700803,0.06722602,10.366635,4.863245,15.003583
0.35419852,0.043629494,3.1360106,7.471842,5.3337235
0.4196273,2.394337,0.011961575,7.3846226,12.513516
2.5282905,0.01123956,0.0637828,7.6369467,14.457002
0.023374336,0.12040371,0.35125116,6.312417,9.897284
4.0210953,0.01527659,0.25293347,6.2897687,9.489985
0.1892234,1.1358904,0.08594046,5.6905484,11.792935
0.0456248,1.456756,3.0843217,11.182932,12.402416
0.41444424,0.29917744,11.795857,9.727405,10.711218
0.3731364,0.31657314,12.443219,3.7073243,5.7780266
2.1185951,0.7385679,0.40213394,7.454852,2.105279
0.040971365,1.0476326,0.18867199,4.034011,8.194766
1.1381782,0.25703192,1.6104354,7.9898896,15.8647785
0.041470967,0.7946278,3.5260346,6.172199,15.513354
0.017116852,1.4354384,0.07624891,6.787597,12.897213
0.3412893,0.3151079,8.742469,3.9345894,4.346609
0.37602434,0.2689022,5.397584,10.057788,13.903462
0.027780883,0.04151515,0.057260152,7.625964,14.4702835
0.02883391,0.11531502,2.2832482,9.31193,6.6457086
0.06579146,0.09194042,3.5282762,4.6370287,11.919958
3.892297,0.04852401,3.418699,7.20658,9.6255865
0.027118027,1.1697071,3.3044856,4.4138737,6.327073
1.0997653,0.12280899,0.028402507,8.819076,11.500917
0.019058678,0.077752486,15.004057,5.3894396,5.241256
0.16353121,0.24336347,0.72700536,5.575193,18.289923
6.045976,0.75599086,1.1793144,7.118012,7.3905115
1.618969,0.47214997,1.6725637,6.5603857,12.67784
1.239578,0.06104686,0.5564915,6.5675526,4.7320404
0.11277876,1.8945602,27.704279,5.9446373,9.835299
0.010053673,0.0682675,0.04327949,9.01954,14.444531
0.118280455,0.010673315,1.3502282,9.244216,15.456677
2.054912,0.22986664,0.89193356,3.4139395,0.7809729
0.22994018,1.5207541,0.8515841,5.7168446,10.806684
4.599561,0.9225729,3.487561,5.6758757,14.581289
0.869554,0.9561839,4.377203,7.1189795,2.7046874
0.1165862,0.095361896,6.074489,5.67738,7.2015786
1.3338758,0.07194445,5.164947,5.54543,4.3820944
3.021302,0.08506028,0.026213394,5.884471,19.159695
0.41728002,0.29127288,25.294138,5.822171,18.625858
0.5373058,0.04454449,0.48435882,5.0426426,7.3242865
0.1075049,0.5281381,0.10351567,6.237406,16.101866
0.015831338,0.55038226,0.069376014,5.614376,8.89356
0.013746617,0.39557678,0.6602977,10.398125,1.5472227
0.21927863,0.07173113,0.20643957,5.969577,4.976927
1.055958,0.012568542,0.051666252,6.2659917,4.5062103
0.10711818,1.1873306,1.0174717,4.6115885,3.901749
0.018119829,1.7855978,0.9265137,8.696499,14.050891
0.20210075,0.095943384,0.06334808,4.80598,1.382629
2.0779262,0.03238317,0.041403502,6.664155,12.187215
0.065597236,0.036840405,0.047722116,3.5894814,5.432015
0.84429914,2.0291324,0.02556484,6.2350607,11.963282
6.8264155,0.2914275,7.8077726,9.173845,17.824919
0.031318292,0.112196274,0.039313175,16.061174,4.4000454
0.27050027,0.10889092,29.75794,3.5268354,19.15472
1.603335,0.5824915,0.013219873,7.7395706,14.834704
2.065992,0.051917102,0.025034815,5.4235773,5.7871037
0.89090544,0.16260983,14.132089,9.530058,0.7363197
0.05137402,0.2753553,0.08935247,17.37912,16.510223
0.17508107,0.8332753,0.03320022,4.140391,8.600067
0.305096,0.037563596,0.013689538,8.094703,18.243616
0.011384984,0.012844491,28.707424,5.778557,7.3240705
1.6388714,1.2647998,0.013757568,7.4934835,17.124836
0.02332217,0.4769407,0.14966181,7.2691402,14.373125
0.48356605,0.10808637,0.5391328,5.614429,19.056189
0.038425382,0.083272755,1.4750814,8.1599045,6.9214816
0.011651591,0.015076432,13.355898,7.9168797,4.8021193
0.13099788,2.4856162,2.8383267,11.341296,16.906279
4.396681,1.0078543,7.658873,4.7203207,0.3910425
0.06446604,0.01511175,0.33489156,5.98455,9.804686
6.372052,1.5757505,0.08789165,10.076793,3.93936
0.61734676,0.45986947,0.017922934,4.171917,7.18749
6.9647856,0.43819886,6.1248937,5.6362367,14.647952
0.3794748,0.46211722,2.5536034,7.3265777,4.5828867
0.017343454,0.35285386,5.7146835,10.718673,12.124864
1.1891966,1.0461344,0.02457963,3.7686107,19.881544
2.1856465,0.015795175,0.635825,9.805482,14.670745
